test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd
SLR_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0	sim10	rep1	rd3
ENRICH2_tests	0.00381616061058569	0.22498755599800896	0.00232288037166085	0.7688734030197445	0	0.3783783783783784	0.01667875271936185	0	sim10	rep1	rd3
EDGER_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0	sim10	rep1	rd3
LIMMA_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0	sim10	rep1	rd3
ROSACE_tests	0.1480006636801062	0.08080305292848847	0.06952049112327859	0.7016757922681267	0	0.3196033562166285	0.6468455402465555	0.005	sim10	rep1	rd3
SLR_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.005	sim10	rep1	rd3
ENRICH2_tests	0.09540401526464244	0.1333997013439522	0.06869089099054256	0.7025053924008627	0	0.41860465116279066	0.4169688179840464	0.005	sim10	rep1	rd3
EDGER_tests	0.00431392069022731	0.22448979591836735	0	0.7711962833914053	0	0	0.01885424220449601	0.005	sim10	rep1	rd3
LIMMA_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.005	sim10	rep1	rd3
ROSACE_tests	0.15878546540567445	0.0700182512029202	0.08943089430894309	0.6817653890824622	0	0.3602941176470589	0.6939811457577955	0.01	sim10	rep1	rd3
SLR_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.01	sim10	rep1	rd3
ENRICH2_tests	0.10370001659200266	0.125103700016592	0.07599137215861955	0.6952049112327858	0	0.4228993536472761	0.4532269760696157	0.01	sim10	rep1	rd3
EDGER_tests	0.00564128090260494	0.2231624357059897	0	0.7711962833914053	0	0	0.02465554749818709	0.01	sim10	rep1	rd3
LIMMA_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.01	sim10	rep1	rd3
ROSACE_tests	0.1846689895470383	0.04413472706155633	0.16641778662684586	0.6047784967645595	0	0.474007561436673	0.8071065989847716	0.05	sim10	rep1	rd3
SLR_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.05	sim10	rep1	rd3
ENRICH2_tests	0.11979425916708146	0.1090094574415132	0.11017089762734364	0.6610253857640617	0	0.4790764790764791	0.52356780275562	0.05	sim10	rep1	rd3
EDGER_tests	0.01908080305292849	0.20972291355566616	3.318400530944085e-4	0.770864443338311	0	0.01709401709401709	0.08339376359680928	0.05	sim10	rep1	rd3
LIMMA_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0.05	sim10	rep1	rd3
ROSACE_tests	0	0.2450638792102207	0	0.7549361207897793	0	NA	0	0	sim2	rep1	rd3
SLR_tests	0	0.2450638792102207	0	0.7549361207897793	0	NA	0	0	sim2	rep1	rd3
ENRICH2_tests	1.6592002654720425e-4	0.24489795918367344	0.00132736021237763	0.7536087605774017	0	0.8888888888888888	6.770480704129994e-4	0	sim2	rep1	rd3
EDGER_tests	0	0.2450638792102207	0	0.7549361207897793	0	NA	0	0	sim2	rep1	rd3
LIMMA_tests	0	0.2450638792102207	0	0.7549361207897793	0	NA	0	0	sim2	rep1	rd3
ROSACE_tests	0.16260162601626016	0.08246225319396051	0.06802721088435375	0.6869089099054256	0	0.2949640287769784	0.6635071090047394	0.005	sim2	rep1	rd3
